speaker,text,date,year,debate_id,predicted_fallacy,confidence
Donald Trump,". . . and he doesnt want to say law and order because he cant because hell lose his radical left supporters and once he does that, its over with. but if he ever got to run this country, and they ran it the way he would want to run it, we would have. . .",2020-09-29,2020,2020_September_29_2020,None,0.36375
Joe Biden,by the way. . .,2020-09-29,2020,2020_September_29_2020,None,0.39327904259483204
Donald Trump,". . . our suburbs would be gone. by the way, our suburbs would be gone. and you would see problems like youve never seen before.",2020-09-29,2020,2020_September_29_2020,None,0.3
Joe Biden,"he wouldnt know a suburb unless you took a wrong turn. he was, he was. . .",2020-09-29,2020,2020_September_29_2020,None,0.25717407592407593
Donald Trump,"oh, i know suburbs so much better than you.",2020-09-29,2020,2020_September_29_2020,None,0.4130714285714285
Moderator,gentlemen wait a minute.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5128210561368455
Joe Biden,"i was raised in the suburbs. this is not 1950. all these dog whistles and racism dont work anymore. suburbs are by and large integrated. theres as many people today driving their kids to soccer practice andor black and white and hispanic in the same car as there have been any time in the past. whats, what really is a threat to the suburbs and their safety is his failure to deal with covid. theyre dying in the suburbs. his failure to deal with the environment, theyre being flooded, theyre being burned out because his refusal to do anything. thats why the suburbs are in trouble.",2020-09-29,2020,2020_September_29_2020,None,0.19666666666666666
Moderator,"i do want to talk about this issue of law and order though. and in the joint recommendation that came from the bidenbernie sanders task force, you talked about quote reimagining policing. first of all, what does reimagining policing mean and do you support?",2020-09-29,2020,2020_September_29_2020,None,0.23
Joe Biden,it means. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5194896769896769
Moderator,". . . if i might finish the question, what does reimagining policing mean and do you support the black lives matter call uh, for uh, community control of policing?",2020-09-29,2020,2020_September_29_2020,None,0.3720396825396824
Joe Biden,"look, what i support is the police having the opportunity to deal with the problems they face and im totally opposed to defunding the police offices. as a matter of fact police, local police, the only one defunding, in his budget calls for a 400 million cut in local law enforcement assistance. they need more assistance. they need when they show up for a 911 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. we have to have community policing like we had before, where the officers get to know the people in the communities. thats when crime went down, it didnt go up. it went down. and so we have to be engaged with . . .",2020-09-29,2020,2020_September_29_2020,None,0.24
Donald Trump,"thats not what they are talking about, chris. thats not what it . . . hes talking about defunding the police.",2020-09-29,2020,2020_September_29_2020,None,0.3374150016650017
Joe Biden,thats exactly. . . that is not true.,2020-09-29,2020,2020_September_29_2020,None,0.30339452214452217
Donald Trump,he doesnt have any law support. he has no law enforcement support.,2020-09-29,2020,2020_September_29_2020,None,0.35922011322011327
Donald Trump,almost nothing.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Joe Biden,"thats not true. thats not. . . oh, look. . .",2020-09-29,2020,2020_September_29_2020,None,0.25
Donald Trump,"oh, really, who do you have? name one group that supports you. name one group that came out and supported you. go ahead. think. we have time.",2020-09-29,2020,2020_September_29_2020,None,0.39
Joe Biden,we dont have time to do anything except . . .,2020-09-29,2020,2020_September_29_2020,None,0.29928571428571427
Donald Trump,"no, no. think about it. name one law enforcement group that came out in support of you.",2020-09-29,2020,2020_September_29_2020,ad populum,0.6
Joe Biden,"folks, folks. . .",2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5135852919010814
Moderator,"now, gentleman. i think im going to take back the moderators role. . .",2020-09-29,2020,2020_September_29_2020,None,0.32
Donald Trump,there arent any. i dont think there are any.,2020-09-29,2020,2020_September_29_2020,None,0.23
Moderator,". . . and i want to get to another subject, which is the issue of protests in many cities that have turned violent. in portland, oregon, especially we had a, more than a hundred straight days of protests, which i think you would agree, you talk about peaceful protests. many of those turned into riots. mr. vicepresident you say that people who commit crimes should be held accountable. the question i have, though, is as the democratic nominee, and earlier tonight, you said that you are the democratic party right now, have you ever called the democratic mayor of portland or the democratic governor of oregon and said, hey, you gotta stop this, bring in the national guard, do whatever it takes, but youd stop the days and months of violence in portland.",2020-09-29,2020,2020_September_29_2020,None,0.22
Joe Biden,"i dont hold public office, now. i am a former vicepresident. ive made it clear. ive made it clear in my public statements that the violence should be prosecuted. it should be prosecuted, and anyone who commits it should be prosecuted.",2020-09-29,2020,2020_September_29_2020,None,0.25
Moderator,but youve never called for the people,2020-09-29,2020,2020_September_29_2020,ad hominem,0.6482380952380953
Donald Trump,hes never done that.,2020-09-29,2020,2020_September_29_2020,None,0.3898080253080253
Moderator,"excuse me, sir. you had never called for the leaders in portland and in oregon to call and bring in the national guard and knock off a 100 days of riots.",2020-09-29,2020,2020_September_29_2020,None,0.3282380952380953
Joe Biden,they can in fact take care of it if hed just stay out of the way.,2020-09-29,2020,2020_September_29_2020,None,0.26
Donald Trump,oh really? oh really?,2020-09-29,2020,2020_September_29_2020,None,0.2932988955488956
Moderator,"let, lets just. . .",2020-09-29,2020,2020_September_29_2020,fallacy of relevance,0.69
Donald Trump,i sent in the us marshals. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5132056715214609
Joe Biden,"here, heres the thing. . .",2020-09-29,2020,2020_September_29_2020,None,0.48072701129280077
Moderator,i asked a question. . .,2020-09-29,2020,2020_September_29_2020,None,0.29607184482184484
Donald Trump,". . .to get the killer of a young man in the middle of the street, they shot him. for three days portland didnt do anything.",2020-09-29,2020,2020_September_29_2020,None,0.32
Moderator,president trump. president trump. president trump. . . i interrupted. president trump.,2020-09-29,2020,2020_September_29_2020,None,0.3611313291971187
Donald Trump,i sent in the us marshals they took care of business.,2020-09-29,2020,2020_September_29_2020,None,0.48626040626040634
Moderator,go ahead sir.,2020-09-29,2020,2020_September_29_2020,false dilemma,0.5016851598693706
Joe Biden,"and by the way his own former spokesperson said, you know, riots and chaos and violence help his cause. thats what this is all about.",2020-09-29,2020,2020_September_29_2020,None,0.1857142857142857
Donald Trump,i dont know who said that.,2020-09-29,2020,2020_September_29_2020,None,0.2
Joe Biden,i think itkellyanne conway.,2020-09-29,2020,2020_September_29_2020,None,0.38
Donald Trump,i dont think she said that.,2020-09-29,2020,2020_September_29_2020,None,0.2
Joe Biden,she said that.,2020-09-29,2020,2020_September_29_2020,None,0.3593401043401044
Donald Trump,i dont think so.,2020-09-29,2020,2020_September_29_2020,None,0.24
Joe Biden,"and so here, heres the point. the point is that, thats what he is keep trying to rile everything up. he doesnt want to calm things down. instead of going in and talking to people and saying, lets get everybody together. figure out how to deal with this. whats he do? he just pours gasoline in the fire. constantly. at every single solitary time.",2020-09-29,2020,2020_September_29_2020,None,0.36
Moderator,"okay. and, and, and to end this, button up this segment, im going to give you a minute to answer, sir. you have repeatedly",2020-09-29,2020,2020_September_29_2020,None,0.31531654456654457
Donald Trump,"you mean, i have to answer his stuff?",2020-09-29,2020,2020_September_29_2020,None,0.3940318175976071
Moderator,you have repeatedly,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,his statement?,2020-09-29,2020,2020_September_29_2020,None,0.48171499553078495
Moderator,you have repeatedly. . . no. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,"wait a second, you made a statement.",2020-09-29,2020,2020_September_29_2020,None,0.39685191416770366
Moderator,"no, youve been talking back and forth. im asking you.",2020-09-29,2020,2020_September_29_2020,None,0.24663736263736266
Donald Trump,i would love to end it. i would love to end it.,2020-09-29,2020,2020_September_29_2020,false dilemma,0.6517861305361307
Moderator,i would love to know sir. . . you know sir if you want to switch seats,2020-09-29,2020,2020_September_29_2020,None,0.36416847041847034
Donald Trump,". . . we could, very quickly",2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5188686751844646
Moderator,. . . we can do that.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,"ill send in the national guard, it would be over. thatd be no problem. but they dont want to accept the national guard.",2020-09-29,2020,2020_September_29_2020,None,0.40416666666666673
Moderator,"you have repeatedly criticized the vicepresident for not specifically calling out antifa and other leftwing extremist groups. but are you willing, tonight, to condemn white supremacists and militia groups and to say that they need to stand down and not add to the violence in a number of these cities as we saw in kenosha and as weve seen in portland.",2020-09-29,2020,2020_September_29_2020,None,0.31
Donald Trump,"sure, im willing to do that.",2020-09-29,2020,2020_September_29_2020,None,0.32745376845376856
Moderator,"are you prepared specifically to do it. well go ahead, sir.",2020-09-29,2020,2020_September_29_2020,false dilemma,0.5016851598693706
Donald Trump,i would say almost everything i see is from the leftwing not from the right wing.,2020-09-29,2020,2020_September_29_2020,None,0.31
Moderator,"so what are you, what are you saying?",2020-09-29,2020,2020_September_29_2020,None,0.34686223717802667
Donald Trump,im willing to do anything. i want to see peace.,2020-09-29,2020,2020_September_29_2020,None,0.22597682872682875
Moderator,"well, do it, sir.",2020-09-29,2020,2020_September_29_2020,false dilemma,0.5073994455836562
Joe Biden,say it. do it. say it.,2020-09-29,2020,2020_September_29_2020,None,0.44038396544975483
Donald Trump,"you want to call them? what do you want to call them? give me a name, give me a name, go ahead who would you like me to condemn.",2020-09-29,2020,2020_September_29_2020,None,0.32
Moderator,white supremacists and racists.,2020-09-29,2020,2020_September_29_2020,None,0.46700953432532377
Joe Biden,proud boys.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5191305799463692
Moderator,white supremacists and white militias.,2020-09-29,2020,2020_September_29_2020,None,0.4745095343253238
Joe Biden,proud boys.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5191305799463692
Donald Trump,"proud boys, stand back and stand by. but ill tell you what, ill tell you what somebodys got to do something about antifa and the left because this is not a right wing problem this is a leftwing. this is a leftwing problem. . .",2020-09-29,2020,2020_September_29_2020,None,0.3
Joe Biden,hes own fbi director said unlike white supremacists. . .,2020-09-29,2020,2020_September_29_2020,None,0.28345265845265843
Donald Trump,this is a leftwing problem.,2020-09-29,2020,2020_September_29_2020,None,0.4368407031564926
Joe Biden,antifa is an idea not an organization. . .,2020-09-29,2020,2020_September_29_2020,None,0.25
Donald Trump,oh you gotta be kidding.,2020-09-29,2020,2020_September_29_2020,None,0.4099967138125033
Joe Biden,not a militia. thats what his fbi director said.,2020-09-29,2020,2020_September_29_2020,None,0.34
Donald Trump,"well, then you know what, hes wrong.",2020-09-29,2020,2020_September_29_2020,None,0.49069444444444443
Moderator,"gentlemen, gentlemen. no, no, no, were done, sir. moving onto the next crosstalk",2020-09-29,2020,2020_September_29_2020,None,0.47386692255113316
Donald Trump,". . . when a bat hits you over the head, thats not an idea. antifa is bad.",2020-09-29,2020,2020_September_29_2020,None,0.29691666666666666
Joe Biden,everybody in your administration. . .,2020-09-29,2020,2020_September_29_2020,None,0.3875286497128602
Donald Trump,antifa is bad.,2020-09-29,2020,2020_September_29_2020,None,0.23871428571428574
Joe Biden,"everybody in your administration tells you the truth, has a bad idea. you have no idea . . . .",2020-09-29,2020,2020_September_29_2020,None,0.2261904761904762
Donald Trump,"you know what, antifa is a dangerous radical group.",2020-09-29,2020,2020_September_29_2020,ad populum,0.64
Moderator,"all right, gentlemen were now moving onto the trump and biden records.",2020-09-29,2020,2020_September_29_2020,None,0.24
Donald Trump,"and you ought to be careful of them, theyll overthrow you.",2020-09-29,2020,2020_September_29_2020,None,0.38774202405781344
Moderator,"im going to ask a question. when the president seeks a second term, it is generally a referendum on his record but vicepresident biden, you like to quote one of your dads sayings, which is dont compare me to the almighty, compare me to the alternative. and in this case sir you are the alternative. looking at both of your records, im going to ask each of you. why should voters elect you president over your opponent? in this segment, president trump youll go first, two minutes.",2020-09-29,2020,2020_September_29_2020,None,0.26
Donald Trump,"because there has never been an administration or president who has done more than ive done in a period of three and a half years. and thats despite the impeachment hoax and you saw what happened today with hillary clinton, where it was a whole big con job. but despite going through all of these things where i had to fight, both flanks and behind me and above, there has never been an administration thats done what ive done. the greatest, before covid came in, the greatest economy in history, lowest employunemployment numbers, everything was good. everything was going.",2020-09-29,2020,2020_September_29_2020,None,0.3366666666666667
Moderator,"looking at both of your records. why should voters elect you president as opposed to president trump, you have two minutes uninterrupted.",2020-09-29,2020,2020_September_29_2020,None,0.26
Joe Biden,"under this president, we become weaker, sicker, poorer, more divided and more violent. when i was vice president, we inherited a recession. i was asked to fix it. i did. we left him a booming economy, and he caused the recession. with regard to being weaker, the fact is that ive gone head to head with putin and made it clear to him were not going to take any of his stuff. hes putins puppy. he still refuses to even say anything to putin about the bounty on the heads of american soldiers.",2020-09-29,2020,2020_September_29_2020,None,0.43
Donald Trump,your son got three and a half million dollars.,2020-09-29,2020,2020_September_29_2020,None,0.39
Moderator,"no, no, no!",2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Joe Biden,"by the way, my son",2020-09-29,2020,2020_September_29_2020,None,0.3748068203726098
Moderator,"wait a minute. mr. president, your campaign agreed to both sides would get twominute answers, uninterrupted. well, your, your side agreed to it, and why dont you observe what your campaign agreed to as a ground rule. okay, sir?",2020-09-29,2020,2020_September_29_2020,None,0.34
Joe Biden,he never keeps his word.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5133499161657056
Donald Trump,can i answer. . .,2020-09-29,2020,2020_September_29_2020,None,0.48696788153367093
Moderator,no! that was a rhetorical question.,2020-09-29,2020,2020_September_29_2020,None,0.38085887942466895
Joe Biden,can you add back 30 seconds?,2020-09-29,2020,2020_September_29_2020,None,0.4720559878717773
Moderator,"yes. you may have,",2020-09-29,2020,2020_September_29_2020,circular reasoning,0.51732655064234
Joe Biden,all right.,2020-09-29,2020,2020_September_29_2020,ad populum,0.51
Joe Biden,"so thirdly, were poor. the billionaires have gotten much more wealthy by a tune of over three to four hundred billion dollars more just since covid. you in the home, you got less. youre in more trouble than you were before. in terms of being more violent. when we were in office there were 15 less violence in america than there is today. hes president of the united states. its on his watch. and with regard to more divided, the nation, it cant stay divided. we cant be this way. and speaking of my son, the way you talk about the military, the way you talk about them being losers and being, and, and, and just being suckers. my son was in iraq. he spent a year there. he got, he got the bronze star. he got the conspicuous service medal. he was not a loser. he was a patriot and the people left behind, there, were heroes.",2020-09-29,2020,2020_September_29_2020,None,0.27
Joe Biden,and i resent,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,"are you talking hunter, are you talking about hunter.",2020-09-29,2020,2020_September_29_2020,None,0.36816449048028
Joe Biden,"im talking about my son, beau biden, youre talking about hunter?",2020-09-29,2020,2020_September_29_2020,None,0.4974175824175825
Donald Trump,i dont know beau. i know hunter. hunter got thrown out of the military. he was thrown out dishonorably discharged. . .,2020-09-29,2020,2020_September_29_2020,None,0.2142857142857143
Joe Biden,thats not true he wasnt dishonorably discharged.,2020-09-29,2020,2020_September_29_2020,None,0.31242965367965364
Donald Trump,. . .for cocaine use. and he didnt have a job until you became vicepresident. once you became vicepresident,2020-09-29,2020,2020_September_29_2020,None,0.26
Joe Biden,none of that is true.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.9524545454545454
Donald Trump,". . . he made a fortune in ukraine, in china, in moscow and various other places.",2020-09-29,2020,2020_September_29_2020,None,0.33237176712176714
Joe Biden,that is simply not true.,2020-09-29,2020,2020_September_29_2020,None,0.3885962648462648
Donald Trump,he made a fortune. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5154401037558931
Joe Biden,my son. . . my son. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5012059767717661
Donald Trump,. . . and he didnt have a job.,2020-09-29,2020,2020_September_29_2020,None,0.34
Joe Biden,"my son. . . like a lot of people. like a lot of people we know at home had a drug problem. hes overtaken it. hes, hes fixed it. hes worked on it. and im proud of him. im proud of my son.",2020-09-29,2020,2020_September_29_2020,None,0.28
Donald Trump,but why was he given tens of millions of dollars?,2020-09-29,2020,2020_September_29_2020,None,0.41
Moderator,alright. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Joe Biden,he wasnt given tens of millions of dollars. crosstalk,2020-09-29,2020,2020_September_29_2020,None,0.4
Donald Trump,he was given tens of millions of dollars?,2020-09-29,2020,2020_September_29_2020,None,0.41
Joe Biden,that was totally discredited.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5217820950978844
Moderator,president trump. president trump. weve already been through this.,2020-09-29,2020,2020_September_29_2020,None,0.29609525416104365
Joe Biden,totally discredited.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5217820950978844
Moderator,weve bo. . .already been through this. i think the american people would rather hear about more substantial subjects.,2020-09-29,2020,2020_September_29_2020,None,0.44
Donald Trump,unintelligible,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Moderator,"well, as the moderator, sir, im going to make a judgment call here.",2020-09-29,2020,2020_September_29_2020,None,0.28
Donald Trump,i know but when somebody gets three and a half million dollars from the mayor of moscow.,2020-09-29,2020,2020_September_29_2020,None,0.315
Joe Biden,that is not true. that report is totally discredited.,2020-09-29,2020,2020_September_29_2020,None,0.27483029689608635
Donald Trump,why did he get it?,2020-09-29,2020,2020_September_29_2020,None,0.44
Joe Biden,mitt romney on that committee said it wasnt worth taxpayers money. that report was written for political reason.,2020-09-29,2020,2020_September_29_2020,None,0.2983549783549784
Moderator,id like to talk about climate change.,2020-09-29,2020,2020_September_29_2020,None,0.27416666666666667
Joe Biden,so would i.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Moderator,"okay. the forest fires in the west are raging now. they have burned millions of acres. they have displaced hundreds of thousands of people. when state officials there blamed the fires on climate change, mr. president, you said, i dont think the science knows. over your four years, you have pulled the us out of the paris climate accord. you have rolled back a number of obama environmental records, what do you believe about the science of climate change, and what will you do in the next four years to confront it?",2020-09-29,2020,2020_September_29_2020,None,0.19833333333333336
Donald Trump,"i want crystal clean water and air. i want beautiful clean air. we have now the lowest carbon. if you look at our numbers right now, we are doing phenomenally. but i havent destroyed our businesses. our businesses arent put out of commission. if you look at the paris accord, it was a disaster from our standpoint. and people are actually very happy about whats going on, because our businesses are doing well. as far as the fires are concerned, you need forest management. in addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and theyre like tinder and leaves and everything else. you drop a cigarette in there the whole forest burns down. youve got to have forest management.",2020-09-29,2020,2020_September_29_2020,None,0.29
Moderator,"what do you believe about the science of climate change, sir?",2020-09-29,2020,2020_September_29_2020,None,0.2
Donald Trump,"i believe that we have to do everything we can to have immaculate air, immaculate water, and do whatever else we can thats good. you know, were planting a billion treesthe billion tree projectand its very exciting for a lot of people.",2020-09-29,2020,2020_September_29_2020,None,0.23
Moderator,"you believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet?",2020-09-29,2020,2020_September_29_2020,None,0.26
Donald Trump,"i think a lot of things do, but i think to an extent, yes. i think to an extent, yes. but i also think we have to do better management of our forests. every year i get the call. californias burning, californias burning. if that was cleaned, if that were, if you had forest management, good forest management, you wouldnt be getting those calls. you know, in europe, they live their forest cities. they call forest cities. they maintain their forest. they manage their forest. i was with the head of a major country, its a forest city. he said, sir, we have trees that are far more, they ignite much easier than california. there shouldnt be that problem. i spoke with the governor about it. im getting along very well with the governor. but i said, at some point you cant every year have hundreds of thousands of acres of land just burned to the ground.",2020-09-29,2020,2020_September_29_2020,None,0.19
Moderator,but sir. . .,2020-09-29,2020,2020_September_29_2020,false dilemma,0.5073994455836562
Donald Trump,thats burning down because of a lack of management.,2020-09-29,2020,2020_September_29_2020,false dilemma,0.5089158896658896
Moderator,"but sir, if you believe in the science of climate change, why have you rolled back the obama clean power plan which limited carbon emissions in power plants? why have you relaxed?",2020-09-29,2020,2020_September_29_2020,None,0.22149999999999997
Donald Trump,because it was driving energy prices through the sky.,2020-09-29,2020,2020_September_29_2020,None,0.3122959262959263
Moderator,why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,2020-09-29,2020,2020_September_29_2020,None,0.35776864801864794
Donald Trump,"well, not really because whats happening is the car is much less expensive, and its a much safer car, and youre talking about a tiny difference. and then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. we have the old slugs out there that are 10, 12 years old. if you did that, the car would be safer. it would be much cheaper by 3,500.",2020-09-29,2020,2020_September_29_2020,None,0.21871428571428575
Moderator,but in the case of california they have simply ignored your rollback.,2020-09-29,2020,2020_September_29_2020,None,0.42
Donald Trump,"no, but you would take a lot of cars off the market because people would be able to afford a car. now, so, and by the way, were going to see how that turns out. but a lot of people agree with me, many people. the car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline.",2020-09-29,2020,2020_September_29_2020,None,0.41
Donald Trump,and im okay with electric cars too. i think im all for electric cars. ive given big incentives for electric cars but what theyve done in california is just crazy.,2020-09-29,2020,2020_September_29_2020,None,0.21
Moderator,"all right, vice president biden. id like you to respond to the presidents climate change record, but i also want to ask you about a concern. you propose 2 trillion in green jobs. you talk about new limits, not abolishing, but new limits on fracking. ending the use of fossil fuels to generate electricity by 2035, and zero net emission of greenhouse gases by 2050. the president says a lot of these things would tank the economy and cost millions of jobs.",2020-09-29,2020,2020_September_29_2020,None,0.24
Joe Biden,"hes absolutely wrong, number one. number two, if in fact, when, during our administration in the recovery act, i was able, was in charge, able to bring down the cost of renewable energy to cheaper than or as cheap as coal and gas and oil. nobodys gonna build another, uh, coal fired plant in america. no ones going to build another oil fire plant in america. theyre going to move to renewable energy, number one,",2020-09-29,2020,2020_September_29_2020,None,0.2
Moderator,"what about, what about the argument that president trump basically says, that you have to balance environmental interests and economic interests? and hes drawn his line.",2020-09-29,2020,2020_September_29_2020,None,0.4
Joe Biden,"well, he hadnt drawn a line. he still, for example, makes sure that we, he wants to make sure that methanes not a problem. we can, you, you can now emit more methane without it being a problem. methane. this is a guy who says that you dont have to have mileage standards for automobiles that exist now. this is the guy who says that, well the fact is. . .",2020-09-29,2020,2020_September_29_2020,None,0.24
Donald Trump,not true. not true.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.9524545454545454
Joe Biden,its all true. and heres the deal. . .,2020-09-29,2020,2020_September_29_2020,None,0.4615991508491508
Donald Trump,"hes talking about the green new deal. and its not 2 billion or 20 billion, as you said. its 100 trillion dollars.",2020-09-29,2020,2020_September_29_2020,None,0.28
Joe Biden,im. . . im. . . .im talking about the biden plan. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.6632944832944834
Donald Trump,where they want to rip down buildings. . .,2020-09-29,2020,2020_September_29_2020,None,0.2984659390317285
Moderator,"to biden let him go for a minute, and then you can go.",2020-09-29,2020,2020_September_29_2020,None,0.48563680763680767
Donald Trump,and rebuild the building.,2020-09-29,2020,2020_September_29_2020,false dilemma,0.635679665363876
Donald Trump,its the dumbest,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Joe Biden,"that is not, that is not. . .",2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,most ridiculous. . . where airplanes are out of business. where two car systems are out. . .,2020-09-29,2020,2020_September_29_2020,None,0.2277353319195424
Joe Biden,not true. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.9524545454545454
Donald Trump,. . . where they want to take out the cows too.,2020-09-29,2020,2020_September_29_2020,None,0.2984659390317285
Donald Trump,"you know, thats not true either, right?",2020-09-29,2020,2020_September_29_2020,None,0.3693006993006993
Donald Trump,"this is, this is a 100 trillion. . .",2020-09-29,2020,2020_September_29_2020,None,0.45729373404373397
Joe Biden,simply. . . look,2020-09-29,2020,2020_September_29_2020,None,0.271662087912088
Donald Trump,thats more money than our country could make in a hundred years if it were. . .,2020-09-29,2020,2020_September_29_2020,None,0.1814285714285714
Joe Biden,that is simply not the case. . .,2020-09-29,2020,2020_September_29_2020,None,0.42
Donald Trump,it would destroy our country.,2020-09-29,2020,2020_September_29_2020,None,0.33268874400453335
Moderator,"all right. let me. wait a minute, sir. i actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. so the question becomes, some, the president is saying, i think, some people who support the president would say, that sounds like its going to cost a lot of money and hurt the economy.",2020-09-29,2020,2020_September_29_2020,None,0.17
Joe Biden,"what its going to do, its going to create thousands and millions of jobs. good paying jobs.",2020-09-29,2020,2020_September_29_2020,None,0.34
Donald Trump,hundred trillion dollars.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5055141525141524
Moderator,"let him finish, sir.",2020-09-29,2020,2020_September_29_2020,None,0.4382106782106782
Joe Biden,he doesnt know how to do that.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.6659074814074813
Donald Trump,100 trillion dollars.,2020-09-29,2020,2020_September_29_2020,None,0.4454755522255522
Joe Biden,"the fact is, its going to create millions of goodpaying jobs. and these tax incentives to people, for people to weatherize, which he wants to get, get rid of. its going to make the economy much safer. look how much were paying now to deal with the hurricanes, with, deal with. . . by the way, he has an answer for hurricanes. he said, maybe we should drop a nuclear weapon on them, and they may go away.",2020-09-29,2020,2020_September_29_2020,None,0.19
Donald Trump,i never said that at all.,2020-09-29,2020,2020_September_29_2020,None,0.3593401043401044
Joe Biden,"yeah, you did say that.",2020-09-29,2020,2020_September_29_2020,None,0.40333333333333327
Donald Trump,they made it up.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Joe Biden,and heres the deal. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.524249627565417
Donald Trump,you make up a lot.,2020-09-29,2020,2020_September_29_2020,None,0.2657478238136133
Joe Biden,". . . were going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. we spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. were in real trouble. look whats happened just in the midwest with these storms that come through and wipe out entire sections and counties in iowa. they didnt happen before. theyre because of global warming. we make up 15 of the worlds problem. we in fact, but the rest of the world, weve got to get them to come along. thats why we have to get back into, back into the paris accord.",2020-09-29,2020,2020_September_29_2020,None,0.22
Moderator,"all right, gentlemen. . .",2020-09-29,2020,2020_September_29_2020,ad populum,0.51
Donald Trump,"wait a minute, chris. so why didnt he do it for 47 years? you were vicepresident?",2020-09-29,2020,2020_September_29_2020,None,0.20142857142857143
Donald Trump,"so why didnt you get the worldchina sends up real dirt into the air. russia does. india does. they all do. were supposed to be good. and by the way, he made a couple of statements. the green new deal is a hundred trillion dollars. . .",2020-09-29,2020,2020_September_29_2020,None,0.32
Joe Biden,that is not my plan.,2020-09-29,2020,2020_September_29_2020,None,0.479217881533671
Donald Trump,. . .not 20 billion. . . .,2020-09-29,2020,2020_September_29_2020,None,0.4359368570026465
Joe Biden,the green new deal is not my plan. . .,2020-09-29,2020,2020_September_29_2020,None,0.21
Donald Trump,. . . you want to rebuild every building.,2020-09-29,2020,2020_September_29_2020,None,0.4506172000514106
Joe Biden,. . . if you knew anything about. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5011180486180485
Donald Trump,"well, you want to rebuild everything",2020-09-29,2020,2020_September_29_2020,None,0.2984659390317285
Joe Biden,if he knew anything about. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5011180486180485
Moderator,gentlemen. . . gentlemen. . .,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.5299639132797027
Donald Trump,"he made a statement about the military. he said i said something about the military. he and his friends made it up, and then they went with it. i never said it.",2020-09-29,2020,2020_September_29_2020,None,0.28
Joe Biden,that is not true.,2020-09-29,2020,2020_September_29_2020,circular reasoning,0.9524545454545454
Donald Trump,what he did is he said. . .,2020-09-29,2020,2020_September_29_2020,None,0.3
Moderator,"okay, were going to get into a new segment. mr. vice president, mr. vice president. . .",2020-09-29,2020,2020_September_29_2020,None,0.19
Donald Trump,. . .is he called the military stupid bastards.,2020-09-29,2020,2020_September_29_2020,ad hominem,0.5449047619047619
Joe Biden,i did not say that.,2020-09-29,2020,2020_September_29_2020,None,0.39
Donald Trump,he said it on tape. . . crosstalk,2020-09-29,2020,2020_September_29_2020,None,0.3593401043401044
Donald Trump,. . .he said stupid bastards.,2020-09-29,2020,2020_September_29_2020,None,0.3593401043401044
